N° Projet;Montant Loyer;Durée;;Montant Financé
41864;110;21;6,6;1666,6667
41874;402;20;6,391;6290,0954
41878;945;12;9,208;10262,8149
41884;NULL;NULL;NULL;NULL
41857;NULL;NULL;NULL;NULL
41919;858;12;9;9533,3333
41902;1028,52;21;5,714;18000
41907;204;21;6,057;3368,004
41915;NULL;NULL;NULL;NULL
41921;NULL;NULL;NULL;NULL
41788;330;12;9,433;3498,3568
38964;1700;3;9,193;18492,3311
41972;NULL;NULL;NULL;NULL
39899;NULL;NULL;NULL;NULL
41982;NULL;NULL;NULL;NULL
41654;NULL;NULL;NULL;NULL
42000;369;21;5,736;6433,0544
45918;1875;21;5,905;31752,7519
42009;800;21;5,895;13570,8227
39470;1599;4;NULL;6396
42241;980;21;5,549;17660,8398
40596;457;20;6,26;7302,65
41717;NULL;NULL;NULL;NULL
42114;NULL;NULL;NULL;NULL
41742;840;20;5,89199;14256,6433
42108;137,6;16;6,75;2038,5185
42133;NULL;NULL;NULL;NULL
42032;NULL;NULL;NULL;NULL
42137;NULL;NULL;NULL;NULL
42140;720;36;9,288;7751,938
44491;117;21;6,37;1836,7347
42151;231;21;6,057;3813,7692
42152;222;20;6,19;3585,27
42156;465;20;6,26;7430,49
42163;458;20;5,89;7775,8913
42166;182;5;6,057;3004,7878
41913;NULL;NULL;NULL;NULL
41761;NULL;NULL;NULL;NULL
41575;255;20;6,292;4052,7654
42082;NULL;NULL;NULL;NULL
42185;428,59;21;5,79492;7357,77
42192;214;21;6,149;3480,2407
42195;NULL;NULL;NULL;NULL
41004;621;24;14,141;4391,4858
42200;316,29;21;6,126;5163,0754
42204;NULL;NULL;NULL;NULL
42206;273;12;NULL;2822,51
44516;NULL;NULL;NULL;NULL
42193;126;20;6,6;1909,0909
42220;456;21;5,68;8028,169
42221;NULL;NULL;NULL;NULL
41981;NULL;NULL;NULL;NULL
41938;NULL;NULL;NULL;NULL
42226;NULL;NULL;NULL;NULL
42228;NULL;NULL;NULL;NULL
42237;735;20;5,892;12474,5418
42238;750;21;5,6;13392,8571
42198;309;21;5,718;5403,9874
42248;NULL;NULL;NULL;NULL
42224;571;20;5,892;9691,1066
42259;105;21;6,387;1643,9643
42294;319,5;16;7,524;4246,4115
42120;50;63;2,149;2326,6636
39625;465;20;5,96331;7797,6828
42155;385,75;21;5,652;6825,0177
42278;266;21;6,057;4391,613
42299;263;21;6;4383,3333
42314;47;13;NULL;611
42149;2099,02;21;5,789;36258,7666
41842;50;16;8,58;582,7506
42335;153;20;6,626;2309,0854
36723;NULL;NULL;NULL;NULL
42344;NULL;NULL;NULL;NULL
42345;177;17;6,028;2936,2973
42347;NULL;NULL;NULL;NULL
42348;550;21;5,68;9683,0986
42350;NULL;NULL;NULL;NULL
42450;NULL;NULL;NULL;NULL
42332;214,44;63;6,057;3540,3665
42368;455,78;21;5,848;7793,7756
41802;472;21;5,68;8309,8592
42136;NULL;NULL;NULL;NULL
42370;786,1;21;5,821;13504,5525
42083;840;21;5,66;14840,9894
42371;45;12;8,239;546,1828
42372;282;21;5,66;4982,3322
42373;652,46;21;5,652;11543,8783
42381;339;63;1,856;18265,0862
42384;6567,73;16;7,0074872959;93724,43
42386;180;16;7,556;2382,2128
42387;72,5;20;6,6;1098,4848
37752;980;21;5,549;17660,8398
42389;290;21;5,736;5055,788
42390;143,5;39;3;4783,3333
42392;NULL;NULL;NULL;NULL
42251;696;21;5,73;12146,5969
41961;349;21;5,825;5991,4163
42410;288;21;5,921;4864
47617;156;60;6,623;2355,4281
42164;480;60;6,0259;7965,6151
42419;297,5;20;6,265;4748,6034
42307;NULL;NULL;NULL;NULL
41494;480;36;9,3832;5115,5256
41642;175;21;6,028;2903,1188
41505;427,56;21;5,85;7308,7179
42431;294;1;1;294
45806;195;21;6,057;3219,4156
42455;NULL;NULL;NULL;NULL
42313;NULL;NULL;NULL;NULL
42124;96,46;20;6,6;1461,5152
42466;66,52;20;6,552;1015,2625
40540;243;21;6,057;4011,8871
42475;NULL;NULL;NULL;NULL
42465;123;21;6,36;1933,9623
43547;232,65;20;6,292;3697,5524
42075;414,21;5;5,765;7184,9089
42462;177;21;6,115;2894,5217
42495;NULL;NULL;NULL;NULL
42496;700;21;5,68;12323,9437
45402;NULL;NULL;NULL;NULL
42501;194,16;21;6,028;3220,9688
36416;270;21;5,736;4707,113
42918;380;21;6,105;6224,4062
42530;NULL;NULL;NULL;NULL
42532;396,3;20;5,951;6659,385
42427;504;21;5,73;8795,8115
42537;531;5;5,68;9348,5915
40926;861;12;9,415;9144,9814
41099;1431,1;12;NULL;17173,2
42548;600;21;5,662;10596,9622
42503;372;20;6,126;6072,478
42567;1149;36;9,208;12478,2798
47751;NULL;NULL;NULL;NULL
53011;1725;12;9,175;18801,0899
42499;135;21;6,093;2215,6573
42588;195;4;7,592;2568,5
42589;345;5;6,255;5515,5875
41868;368,1;63;5,959;6177,2109
41881;1390;10;11,304;12296,5322
41882;1117;10;11,304;9881,45
41885;NULL;60;NULL;NULL
41892;125;63;6,504;1921,8942
41843;265,8;63;6,057;4388,311
41903;256,71;20;6,42;NULL
41905;570;21;5,549;10272,1211
41908;NULL;NULL;NULL;NULL
41914;1980;21;5,763;34357,1057
41923;NULL;NULL;NULL;NULL
31509;2964;20;5,66914;52283,0623
41927;NULL;NULL;NULL;NULL
41939;NULL;NULL;NULL;NULL
41877;NULL;NULL;NULL;NULL
40069;93;20;6,626;1403,5617
41268;282;20;6,292;4481,8818
40070;79;20;6,626;1192,2729
41050;NULL;NULL;NULL;NULL
41932;243;21;6,039;4023,845
42715;309;20;6,176;5003,24
41988;428;21;5,68;7535,2113
41955;353;20;6,258;5640,7798
39956;285;21;5,825;4892,7039
41943;235;21;5,982;3928,452
42002;NULL;NULL;NULL;NULL
42012;330;21;5,848;5642,9549
41170;781,2;20;5,963;13100,7882
42030;1770;60;5,778;30633,4372
41188;526,2;20;6,126;8589,618
42044;NULL;NULL;NULL;NULL
40699;665;63;5,727;11611,664
41344;180;20;6,73;2674,5914
41811;1950;20;5,79;33678,7565
40067;981;NULL;NULL;16978,15
41978;585;21;NULL;9923,66
34556;1309,88;21;5,521;23725,4121
42061;172,9;21;6,028;2868,2814
46464;NULL;NULL;NULL;NULL
41747;530;21;5,842;9072,2355
42065;177;21;6,028;2936,2973
42087;122,94;14;8,476;1450,4483
42092;200;21;6,057;3301,9647
42100;420;5;5,736;7322,1757
42109;NULL;NULL;NULL;NULL
42128;1199;16;7,065;16970,9837
42131;232;20;6,265;3703,11
42141;539;20;5,864;9191,678
42147;NULL;NULL;NULL;NULL
41662;705;21;NULL;12600
42170;197;20;5,472;3600,1462
39888;NULL;NULL;NULL;NULL
41965;240;21;6,162;3894,8393
47134;330;12;9,7;3402,0619
42183;NULL;NULL;NULL;NULL
42188;1533;63;5,546;27641,5435
42190;285;21;6,058;4704,5229
44778;437;21;6,167;7086,1035
42196;767;36;NULL;NULL
42207;1128;21;5,481;20580,1861
42208;245,3;21;6,093;4025,9314
42264;603;21;5,68;10616,1972
40107;NULL;NULL;NULL;NULL
42293;747;NULL;5,652;13216,5605
31824;3250;21;5,43;59852,6703
41934;NULL;NULL;NULL;NULL
42317;NULL;NULL;NULL;NULL
42331;110;21;6,387;1722,2483
42353;661,83;21;5,68;11651,9366
42360;NULL;NULL;NULL;NULL
46254;2088;20;5,855;35661,8275
40799;NULL;NULL;NULL;NULL
42822;296,88;21;NULL;5157,21
41960;NULL;NULL;NULL;NULL
41482;NULL;NULL;NULL;NULL
44586;NULL;NULL;NULL;NULL
42001;162,72;21;6,028;2699,4028
41640;162;5;6,64;2558,43
41564;1010;5;5,546;18400
42004;225;39;9,503;2367,6734
42005;84;60;6,36;1320,7547
42013;435;20;6,065;7172,3001
42385;246,45;21;6,115;4030,2535
42422;171;21;6,057;2823,1798
42457;249;5;NULL;4408
42230;1358,28;21;5,66;23997,8799
41290;410;5;5,892;6958,5879
31458;150;3;3,235;4636,7852
42340;1892,64;21;5,763;32841,2285
42594;180;13;NULL;NULL
42597;590;16;7,065;8351,0262
41984;6219;16;6,701;92807,0437
42599;135;63;6,487;2081,0852
42602;507;16;7,26471;6978,9434
42606;198,51;21;6,028;3293,1321
42613;NULL;NULL;NULL;NULL
42615;NULL;NULL;NULL;NULL
42619;390;21;5,711;6828,9266
42610;NULL;NULL;NULL;NULL
41031;779;36;3,02;25794,702
42629;207;21;6,028;3433,9748
42630;122,9;20;6,732;1825,609
42470;NULL;NULL;NULL;NULL
42634;644,82;21;5,652;11408,7049
42635;NULL;NULL;NULL;NULL
42722;240,48;20;NULL;4041
42596;NULL;NULL;NULL;NULL
42650;219;21;5,736;3817,9916
44464;775;21;5,714;13563,1782
42609;585,5;21;5,895;9932,1459
42930;900;21;5,549;16219,1386
42971;375;21;6,028;6220,9688
42985;170;20;6,391;2659,9906
42987;1106,25;21;5,546;19946,8085
42988;168;16;7,813;2150,2624
42989;882;21;5,549;15894,7558
42791;1221;21;5,594155687;21826,35
42956;133;21;1,922;6919,8751
42178;330;60;5,971;5526,7124
41897;366;21;5,657;6469,8604
43023;NULL;NULL;NULL;NULL
43025;240;21;6,028;3981,42
43035;1923;21;5,789;33218,1724
43052;148;60;6,872;2153,6671
42887;NULL;NULL;NULL;NULL
43068;1200;1;NULL;14400
42784;315;60;5,778;5451,7134
43071;250,18;2;NULL;1800
43072;NULL;NULL;NULL;NULL
43029;545;21;5,879;9270,28
42922;NULL;NULL;NULL;NULL
43104;459,27;20;5,864;7832,0259
42894;360;21;5,89;6112,0543
31763;NULL;NULL;NULL;NULL
42840;309;63;5,9;5237,2881
42821;450;63;5,9;7627,1186
43151;324;16;7,592;4267,6502
41633;4071;63;5,61;72566,8449
42857;NULL;NULL;NULL;NULL
43171;154,6;21;6,162;2508,9257
43066;141;63;6,028;2339,0843
43769;115;5;6,626;1735,58
32808;2800;21;5,54;50541,5162
42031;NULL;NULL;NULL;NULL
42037;1610;21;5,546;29029,9315
42046;300;60;1,937;15487,8678
42049;NULL;NULL;NULL;NULL
42051;842;21;5,68;14823,9437
42063;NULL;NULL;NULL;NULL
42064;NULL;NULL;NULL;NULL
42086;447;16;7,275;6144,3299
41593;153;12;9,871;1549,9949
42091;1470;36;9,123;16113,1207
42095;NULL;NULL;NULL;NULL
42660;210;21;5,971;3516,9988
42666;180;21;6,1;2950,8197
42670;NULL;NULL;NULL;NULL
42669;NULL;NULL;NULL;NULL
42679;183;21;6,028;3035,8328
42687;51,1;63;2,044;2500
42047;562;63;5,45;10311,9266
42701;171;36;9,871;1732,3473
44506;226,25;12;9,897;2286,0463
42706;582;20;5,841;9964,0473
39675;NULL;NULL;NULL;NULL
42735;NULL;NULL;NULL;NULL
42551;294;21;6,028;4877,2395
42738;NULL;NULL;NULL;NULL
42760;NULL;NULL;NULL;NULL
42756;120;21;6,8;1764,7059
42157;321;63;5,75;5582,6087
42283;1489,2;60;11,5;12949,5652
42856;NULL;NULL;NULL;NULL
42862;684;21;5,652;12101,9108
43245;741;21;5,953;12447,5055
42826;NULL;NULL;NULL;NULL
42950;NULL;NULL;NULL;NULL
43043;NULL;NULL;NULL;NULL
42274;727,3;63;5,71;12737,303
47126;144;8;14,928;964,6302
43243;500;20;5,949;8404,7739
43267;250,18;2;NULL;1800
43281;645;21;5,82;11082,4742
43284;81;21;6,387;1268,201
43291;676,4;21;5,652;11967,4452
43375;690;60;1,937;35622,1
43298;173,2;21;6,028;2873,2581
43304;330;4;7,592;4346,6807
43313;924;8;13,595;6796,6164
39481;2268;12;9,193;24670,9453
43376;1228,7;21;5,549;22142,7284
43384;137,6;16;6,812;2019,9648
43396;NULL;NULL;NULL;NULL
42107;NULL;NULL;NULL;NULL
41021;555;21;5,68;9771,1268
39989;NULL;NULL;NULL;NULL
43355;451,26;5;5,73;7875,3927
43414;NULL;NULL;NULL;NULL
48193;378,65;21;5,908;6409,1063
43418;915;13;8,761;10444,0132
43419;684;48;7,164;9547,7387
43422;105;60;NULL;1579,86
43425;750;21;5,546;13523,26
41928;351;39;9,079;3866,0645
42699;NULL;NULL;NULL;NULL
42949;133,5;20;NULL;2243,32
42617;NULL;21;NULL;NULL
43464;NULL;NULL;NULL;NULL
47717;90;NULL;NULL;NULL
43468;180;21;6,028;2986,065
43470;76;21;6,32;1202,5316
43473;145;20;6,265;2314,4453
42792;NULL;NULL;NULL;NULL
47727;252;20;6,3;4000
46541;NULL;NULL;NULL;NULL
43602;NULL;NULL;NULL;NULL
43627;324;22;4;6176,32
47956;207;16;7,532;2748,27
48128;415,74;20;5,991;6939,41
48142;300;21;6;5000
48143;5209,38;20;5,78;90127,6817
48817;96;12;NULL;NULL
48823;79,02;16;6,856;1152,5671
48827;NULL;NULL;NULL;NULL
48834;2376,49;21;4;43451,08
48837;410;16;7,339;5586,5922
48842;3027,72;21;4;55358,02
48830;98,4;16;7,2624258856;1354,92
48847;696,24;21;5,758;12091,6985
48886;NULL;NULL;NULL;NULL
48909;NULL;NULL;NULL;NULL
48911;1105,5;21;5,654;19552,5292
48907;NULL;NULL;NULL;NULL
48906;NULL;NULL;NULL;NULL
48914;NULL;NULL;NULL;NULL
48920;360;21;5,768;6241,3315
48921;NULL;NULL;NULL;NULL
48927;162;12;9,9;1636,3636
47857;400,5;21;6,028;6644
48923;165;21;6,086;2711,1403
48930;471,6;21;5,68;8302,96
48938;79,02;16;6,856;1152,5671
48931;313,92;4;7,532;4167,82
48922;NULL;NULL;NULL;NULL
48945;766,75;21;5,717;13411,7544
48947;21991;21;5,5;399836,3636
48579;96,27;21;5,785;1664,1314
41197;390;21;5,781;6746,2377
48890;NULL;NULL;NULL;NULL
48951;222;21;6,086;3647,72
48484;NULL;NULL;NULL;NULL
49048;125,46;21;5,733322562;2188,26
49049;NULL;NULL;NULL;NULL
49050;NULL;NULL;NULL;NULL
49158;NULL;NULL;NULL;NULL
49071;NULL;NULL;NULL;NULL
49074;529;21;5,958;8878,8184
49078;NULL;NULL;NULL;NULL
49086;1581;21;5,53;28589,5118
49087;NULL;NULL;NULL;NULL
49054;55;60;2,14311;2566,3638
49128;435,75;21;5,758;7567,7319
48988;150;21;6,6;2272,52
49141;280;21;6,2;4516,129
49149;421,8;21;5,758;7325,4602
49172;NULL;NULL;NULL;NULL
49045;NULL;NULL;NULL;NULL
49177;NULL;NULL;NULL;NULL
49178;161,08;12;NULL;1932,96
49173;465;20;6,7;6940,2985
49192;NULL;NULL;NULL;NULL
49199;NULL;NULL;NULL;NULL
49216;132,05;63;6,43;2053,6547
49223;269;20;6,373;4221,02
49231;297;22;5,6975070411;5212,81
49245;NULL;NULL;NULL;NULL
49246;NULL;NULL;NULL;NULL
49251;NULL;NULL;NULL;NULL
49252;NULL;NULL;NULL;NULL
49253;NULL;NULL;NULL;NULL
49258;400;8;0;3200
49266;NULL;NULL;NULL;NULL
49156;312,78;21;6,18;5061,165
49234;405;5;8,434;4802
48170;NULL;NULL;NULL;NULL
49294;207;21;6,086;3401,25
49307;NULL;NULL;NULL;NULL
49327;2561,8;21;5,63;45502,6643
49259;877;21;6,17899;14193,2581
49029;NULL;NULL;NULL;NULL
49358;1515;21;5,639;26866,4657
49148;NULL;NULL;NULL;NULL
49119;462;21;5,65;8176,9912
49361;410;16;7,339;5586,5922
49102;2307;20;6,022;38309,5317
49375;55;60;2,14311;2566,36
49376;NULL;NULL;NULL;NULL
49056;240;60;6,055;3963,6664
49125;NULL;NULL;NULL;NULL
49126;NULL;NULL;NULL;NULL
48406;NULL;48;NULL;NULL
48798;789;20;5,966;13224,9413
49261;642;20;5,966;10760,9789
49347;NULL;NULL;NULL;NULL
49359;1;NULL;NULL;NULL
49304;732;21;5,895;12417,3028
49322;444;21;5,604;7922,9122
49329;660;60;6,117;10789,85
54213;NULL;NULL;NULL;NULL
49414;NULL;NULL;NULL;NULL
49417;NULL;NULL;NULL;NULL
50094;104,25;21;6,435;1620,0466
49426;1130,37;12;9,75;11593,5385
51458;324;21;5,795;5591,0267
47632;773,52;21;5,755;13440,8341
49197;247,5;21;6,162;4016,5531
49446;NULL;NULL;NULL;NULL
49458;NULL;NULL;NULL;NULL
49452;NULL;NULL;NULL;NULL
49280;NULL;NULL;NULL;NULL
49454;130;12;6,623;1962,8567
49409;NULL;NULL;NULL;NULL
49455;297;21;5,781;5137,5195
49456;330;20;5,991;5508,2624
49459;1792,17;18;6,455541932;27761,73
46352;NULL;NULL;NULL;NULL
47701;381;21;5,65;0
49260;NULL;NULL;NULL;NULL
49461;1002;21;5,604;17880,0857
49463;NULL;NULL;NULL;NULL
49470;NULL;NULL;NULL;NULL
49473;NULL;NULL;NULL;NULL
49475;216;20;6,391;3289,17
49477;183,11;21;6,086;3008,7085
49262;750;21;5,895;12722,65
49362;832,3;13;8,646;9626,4168
49485;292,1;21;6;4868,3333
49494;167,78;12;9,3545580499;1793,61
49492;NULL;NULL;NULL;NULL
49495;789,15;21;5,65;13965
49302;NULL;NULL;NULL;NULL
49505;NULL;NULL;NULL;NULL
49615;NULL;NULL;NULL;NULL
49508;NULL;NULL;NULL;NULL
49413;NULL;NULL;NULL;NULL
49487;NULL;NULL;NULL;NULL
49489;NULL;NULL;NULL;NULL
49520;1616;21;5,738;28163,123
48562;NULL;NULL;NULL;NULL
49524;612;21;5,758;10628,6905
49688;289;21;5,781;4999,13
50102;233,27;21;6,137;3801,0429
49541;NULL;NULL;NULL;NULL
49539;NULL;NULL;NULL;NULL
49401;414;20;6,05521;6837,08
49554;2178;5;5,894;36952,83
49558;1136;21;5,789;19623,4237
49326;NULL;NULL;NULL;NULL
49574;552,58;21;5,65;9780,18
49575;135;21;6,162;2190,8471
49580;159;21;6,435;2470,8625
49581;6812,62;NULL;5,55;122749,9099
49293;1272;21;5,789;21972,7069
49597;1517,19;21;5,819;26073,0366
49659;365;16;7,426;4915,1629
49601;438;21;6,028;7266,0916
49602;155,7;21;5,9221267493;2629,12
49603;132;12;6;2200
49604;306;63;5,781;5293,2019
49018;NULL;NULL;NULL;NULL
49610;285;21;5,781;4929,94
49611;169,5;20;6,66;2545,045
49617;330;NULL;5,6;5892,8571
48712;NULL;NULL;NULL;NULL
49619;785,46;21;5,758;13641,1949
38055;111,68;48;6,24271;1788,9667
39850;2052,5;48;6,24271;32878,3493
39859;NULL;NULL;NULL;NULL
39756;NULL;NULL;NULL;NULL
48147;210;21;6,412;3275,1092
39475;1770;21;5,546;31914,8936
39803;1095;20;6,022;18183,3278
41323;181;21;6,028;3002,6543
42211;700;21;5,652;12384,9965
40455;NULL;NULL;NULL;NULL
45507;176;21;6,028;2919,708
49923;NULL;36;NULL;NULL
39340;1108,5;20;5,8369;18991,2454
39284;870,3;21;5,549;15683,907
39903;2385;3;NULL;26068,42
39904;448,65;21;5,549;8085,2406
39541;241,45;21;5,711;4227,806
38674;1971;16;7,206;27352,2
38683;3000;5;NULL;51822,42
39924;NULL;NULL;NULL;NULL
39769;315;21;5,652;5573,2484
39928;NULL;NULL;NULL;NULL
39894;332;21;5,736;5788,0056
39810;NULL;NULL;NULL;NULL
39920;NULL;NULL;NULL;NULL
39968;210;21;6,057;3467,0629
39972;531;21;5,68;9348,5915
39985;385;16;7,058;5454,8031
39986;289;12;9,218;3135,1703
39990;870;21;5,546;15686,9816
39992;700;21;5,546;12621,7093
39996;512,84;21;5,68;9028,8732
40002;570;21;5,961;9562,154
40003;1075;20;5,79;18566,494
39798;171,5;21;6,028;2845,0564
40027;105;63;6,387;1643,9643
40041;678;20;6,126;11067,5808
38997;181,5;2;NULL;NULL
40049;1280,5;21;5,831;21960,2127
41111;NULL;NULL;NULL;NULL
39408;NULL;NULL;NULL;NULL
37545;NULL;NULL;NULL;NULL
40052;NULL;NULL;NULL;NULL
48154;488,3;21;5,789;8434,9629
39801;NULL;NULL;NULL;NULL
39817;408;20;5,95;6857,1429
40075;1215;21;5,755;21112,0765
40454;222,49;12;12,8;1738,2031
40077;NULL;21;NULL;NULL
40081;NULL;NULL;NULL;NULL
39271;NULL;NULL;NULL;NULL
40089;625;21;5,594;11172,685
37887;NULL;NULL;NULL;NULL
48155;432;21;5,88;7346,9388
49925;251,28;21;6,03;4167,1642
39636;477;20;6,258;7622,2435
39270;855;60;5,892;14511,2016
40102;157,48;21;5,711;2757,4856
39523;72;20;6,59;1092,5645
40109;837,4;21;5,765;14525,5854
40162;2157,53;21;5,546;38902,4522
40118;7391;21;5,719;129235,8804
40459;NULL;NULL;NULL;NULL
40157;228,2;16;7,223;3159,3521
39887;285,55;21;5,711;5000
39512;NULL;NULL;NULL;NULL
39922;NULL;NULL;NULL;NULL
38907;4140;63;5,46;75824,1758
40167;96;21;6,37;1507,0644
40172;NULL;NULL;NULL;NULL
40174;225;21;5,711;3939,7654
40381;390;21;5,628;6929,6375
39901;NULL;20;NULL;NULL
39635;1071;21;5,549;19300,7749
39682;NULL;NULL;NULL;NULL
39852;NULL;NULL;NULL;NULL
39760;168;20;NULL;2823,05
20491;3555,3;4;7,354;48345,1183
40606;196,07;21;6,16;3182,9545
39947;NULL;NULL;NULL;NULL
39953;60;60;6,936;865,0519
39445;380;21;6,028;6303,9151
34338;442,5;20;5,892;7510,1833
42955;312;60;5,951;5242,8163
40115;723,26;12;9,193;7867,5079
39998;950;21;5,549;17120,2018
40004;1137;60;5,942;19134,9714
42734;180;21;6,028;2986,06
40012;150;21;6,057;2476,4735
40614;510;63;5,895;8651,3995
40591;555;12;NULL;6027,36
40059;95;12;9,871;962,4152
40123;321;21;5,652;5679,4055
38953;NULL;NULL;NULL;NULL
47720;549;63;5,68;9665,493
36474;1641;21;5,546;29588,8929
40164;340;5;NULL;17580,14
40388;1249,14;21;5,546;22523,26
40184;585,4;21;5,652;10357,3956
40182;NULL;NULL;NULL;NULL
39918;365;21;5,825;6266,0944
40201;288;21;5,757;5002,6055
40206;114;17;7,555;1508,9345
40227;225;21;6,057;3714,7103
40233;166;21;6,01;2762,0632
40235;917,78;21;5,698;16107,0551
40238;NULL;NULL;NULL;NULL
40239;486,86;21;5,66;8601,7668
40251;NULL;NULL;NULL;NULL
40171;225;21;6,073;3704,9234
29715;77;63;1,915;4020,8877
39661;550;21;5,895;9329,9406
40090;225;63;6,057;3714,7103
40258;385;16;7,058;5454,8031
33172;2701,84;21;5,801;46575,418
40262;4616,9;21;5,801;79588,0021
40271;762;63;5,74;13275,2613
33385;124,94;21;6,387;1956,161
40096;NULL;NULL;NULL;NULL
40222;NULL;NULL;NULL;NULL
40281;NULL;NULL;NULL;NULL
40288;589;20;5,892;9996,6056
40290;480;12;9,342;5138,0861
40037;NULL;NULL;NULL;NULL
40293;351,46;21;5,9;5956,9492
40294;459,82;21;5,549;8286,5381
40298;NULL;NULL;NULL;NULL
39999;NULL;NULL;NULL;NULL
40289;750;21;5,549;13515,9488
40097;507;20;5,79;8756,4767
40305;143;5;6,34;2256,94
40005;243;21;5,711;4254,9466
40316;922,75;21;5,644;16349,2204
40325;771,43;21;5,66;13629,5
39485;NULL;NULL;NULL;NULL
40006;NULL;NULL;NULL;NULL
40327;135;21;5,921;2280,0203
40328;135;21;6,1;2213,1148
40330;2254;4;26;8669,2308
38851;1515,48;21;9,27;16348,2201
40304;2232;20;5,768;38696,26
38282;772;21;5,549;13912,4167
39964;NULL;NULL;NULL;NULL
39896;370;21;5,757;6426,9585
39978;828;21;5,549;14921,6075
39961;737,25;21;5,876;12546,8005
39562;300;21;5,795;5176,8766
40784;306;21;5,961;5133,3669
38473;180;21;5,711;3151,8123
39380;NULL;NULL;NULL;NULL
40023;207;21;5,7468;3602,0046
52091;NULL;NULL;NULL;NULL
40179;345;21;5,546;6220,6996
44000;1053,88;63;5,698;18495,6125
39797;NULL;NULL;NULL;NULL
40190;954;21;5,576;17109,0387
40202;438;21;5,652;7749,4692
54956;355,98;21;5,933;6000
40144;NULL;NULL;NULL;NULL
36973;488,166;21;5,642;8652,3573
44781;NULL;NULL;NULL;NULL
40268;75;21;6,37;1177,394
40815;126;21;NULL;1966,7
40280;117;21;6,158;1899,9675
39612;3270,2;21;NULL;56991,98
44788;220;12;NULL;2317,23
39759;879;36;9,236;9517,107
40119;470;21;6,03;7794,3615
40318;873,63;21;5,59;15628,4436
40320;870;21;NULL;15028,5
40321;971;21;NULL;16773,19
44798;NULL;NULL;NULL;NULL
40329;NULL;NULL;NULL;NULL
40333;788;21;5,789;13612,0228
40334;1014;21;5,831;17389,8131
40169;1239;60;7,246;17099,0892
55007;540;21;5,755;9383,1451
39400;194;21;6,028;3218,3145
40344;277,2;21;6,16;4500
40346;504;21;5,711;8825,0744
40285;NULL;NULL;NULL;NULL
40361;140;60;1,975;7088,6076
40362;140;60;1,975;7088,6076
40363;140;60;1,975;7088,6076
40367;99;21;6,319;1566,7036
40369;216,46;21;5,711;3790,2294
35326;170;21;5,757;2952,9269
40378;NULL;NULL;NULL;NULL
40105;249;21;5,711;4360,007
38274;327;21;5,652;5785,5626
40384;1600;21;5,7;28070,1754
39945;152,7;63;1,856;8227,3707
40401;NULL;NULL;NULL;NULL
40402;354;21;6,093;5809,9458
40345;105;20;6,265;1675,9777
40403;597;21;5,876;10159,9728
40406;1394,6;21;5,831;23916,9954
40410;408;21;6;6800
40065;NULL;NULL;NULL;NULL
40396;734;21;5,652;12986,5534
40417;NULL;NULL;NULL;NULL
40296;75;21;6,028;1244,1938
38006;NULL;NULL;NULL;NULL
40319;NULL;NULL;NULL;NULL
40422;256,77;21;5,711;4496,0602
40428;1536,75;8;13,45;11425,6506
40433;NULL;NULL;NULL;NULL
40434;NULL;NULL;NULL;NULL
40435;NULL;NULL;NULL;NULL
40312;333;21;5,736;5805,4393
40060;480;21;5,895;8142,4936
40439;270;60;6,292;4291,1634
38101;300;21;5,736;5230,1255
40452;468;60;5,892;7942,9735
40495;90;60;6,87;1310,0437
37269;468;21;5,634;8306,7093
40103;NULL;NULL;NULL;NULL
38580;1689;60;5,79;29170,9845
39780;80;21;NULL;NULL
40153;NULL;NULL;NULL;NULL
40150;1740;12;8,925;19495,7983
40166;351;21;5,652;6210,1911
40032;264;16;7,221;3656,0033
40189;138;21;6,319;2183,8899
40212;360;21;5,7;6300
40213;469;21;5,652;8297,9476
40221;NULL;20;NULL;NULL
40225;112,35;21;6,093;1843,9193
40240;390,63;21;5,711;6839,958
44508;531;21;5,652;9394,9045
40068;507;21;5,698;8897,8589
39906;909,05;21;5,848;15544,6306
40302;NULL;NULL;NULL;NULL
40152;1374;21;6;22900
40025;554;21;6,5;8523,0769
40306;28;60;2,239;1250,5583
40675;375;12;9,75018;3846,0828
40324;699;21;6,03;11592,0398
40337;NULL;NULL;NULL;NULL
39449;NULL;NULL;NULL;NULL
37597;NULL;NULL;NULL;NULL
40357;3168;16;7,065;44840,7643
40382;316;21;5,757;5488,9699
40368;601;21;5,652;10633,4041
39873;2095;21;5,437;38532,2788
40404;291;5;5,892;4938,9002
40407;56;21;5,82;962,1993
40131;120,44;5;6,39;1884,82
40409;NULL;NULL;NULL;NULL
40412;112;21;6,057;1849,1002
40414;498;21;5,549;8974,59
40419;NULL;NULL;NULL;NULL
40424;545,82;21;5,847;9335,0436
40426;8150;10;11,354;72098,37
40427;746,78;21;5,789;12899,9827
40015;159;20;6,661;2387,029
39874;1035;21;5,546;18662,0988
35748;140;60;1,975;7088,6076
40379;240;21;5,711;4202,4164
41341;145;20;6,6;2196,9697
40457;603;21;5,549;10866,8229
40460;NULL;NULL;NULL;NULL
40415;105;21;6,387;1643,9643
40464;374;12;9,342;4003,4254
40469;NULL;NULL;NULL;NULL
41342;150;60;1,98;7575,7576
40472;432;21;5,652;7643,3121
41601;2085;16;7,132;29234,4363
51373;867;15;7,778;11146,8244
39728;489;20;5,949;8219,8689
39975;258,75;5;6,292;4112,3649
40441;660;5;5,895;11195
