N° Projet;Montant Loyer;Durée;;Montant Financé
58008;719,09;22;5,4036854278;13307,42
58255;485,43;22;5,8062635245;8360,45
58260;139,15;21;5,6289660179;2472,01
55856;NULL;NULL;NULL;NULL
56084;971,07;22;5,4036854278;17970,51
58272;433,3;22;5,5936729331;7746,18
58277;166,32;22;5,4036854278;3077,9
58284;279;21;6,1;4573,7705
58285;NULL;NULL;NULL;NULL
58294;NULL;NULL;NULL;NULL
58105;2793,48;19;6,15;45422,439
58290;692,7;22;5,5936729331;12383,63
58291;172;16;7,875;2184,127
58305;NULL;NULL;NULL;NULL
58292;2529,5;22;5,404;46807,91
58309;NULL;NULL;NULL;NULL
58314;3150;21;5,655;55702,9178
58047;408,96;22;5,5936729331;7311,12
58331;NULL;NULL;NULL;NULL
58326;NULL;NULL;NULL;NULL
58335;76,28;12;9,5432159903;799,26
58347;NULL;NULL;NULL;NULL
58352;155,82;21;5,8185685492;2677,98
58355;NULL;NULL;NULL;NULL
58356;NULL;NULL;NULL;NULL
58429;5479,39;21;5,642;97117,866
58310;NULL;NULL;NULL;NULL
58364;NULL;NULL;NULL;NULL
58365;NULL;NULL;NULL;NULL
58368;237;21;6;3950
58265;1996,8;22;5,4036854278;36952,56
55276;2967,39;22;5,4036854278;54914,26
58392;NULL;NULL;NULL;NULL
58395;205,3;21;5,795;3542,7092
58406;291,81;21;5,6289999711;5184,05
58387;421;21;5,8147;7240,2703
58411;65;21;6,5;1000
58337;NULL;NULL;NULL;NULL
58416;NULL;NULL;NULL;NULL
58423;NULL;NULL;NULL;NULL
57757;6507,55;21;5,6289660179;115608,29
57496;185;21;6,435;2874,9029
57612;965;21;5,642;17103,8639
57485;NULL;NULL;NULL;NULL
57853;NULL;NULL;NULL;NULL
57624;NULL;NULL;NULL;NULL
57355;127,11;21;6,2235963222;2042,39
57836;382,8;12;9,5432159903;4011,23
57870;620;21;5,654;10965,688
57876;NULL;NULL;NULL;NULL
56508;2789,39;12;9,3545580499;29818,55
58160;NULL;NULL;NULL;NULL
58215;1100;21;5,642;19496,6324
58236;NULL;NULL;NULL;NULL
58276;327,99;21;6,162;5322,7848
58298;NULL;NULL;NULL;NULL
54305;583;21;5,755;10130,3215
58373;NULL;NULL;NULL;NULL
58035;NULL;NULL;NULL;NULL
58425;NULL;NULL;NULL;NULL
58428;NULL;NULL;NULL;NULL
58458;478,2;16;7,3679941823;6490,23
58043;408;22;5,5936729331;7293,96
58171;NULL;NULL;NULL;NULL
58464;239,2;22;6;3986,6667
58465;515,55;22;5,5936729331;9216,66
58093;397,15;21;5,755;6900,9557
58477;171,39;21;6,1;2809,6721
58249;427,62;22;5,542;7715,987
58479;234;21;6,1;3836,0656
58481;761,41;21;6,2235963222;12234,18
58482;2100;21;5,52;38043,4783
58493;150;21;6,47;2318,3926
58036;NULL;NULL;NULL;NULL
58496;365,4;21;5,955;6136,0202
58589;1522,22;20;5,8768227527;25902,03
58212;NULL;NULL;NULL;NULL
58254;194;4;2,649;7323,5183
58532;NULL;NULL;NULL;NULL
58540;159;21;6,433;2471,6307
58376;290,2;20;6,306;4601,9664
58551;324;12;9,605;3373,2431
52294;315;5;5,65;5575,2212
58556;NULL;NULL;NULL;NULL
58557;140,4;21;5,6289660179;2494,24
58560;NULL;NULL;NULL;NULL
58332;195,05;16;7,544;2585,4984
58561;288;14;8,446;3409,8982
55496;NULL;NULL;NULL;NULL
58563;329,88;22;5,54;5884
58769;171,95;20;6,88;2499,2733
58567;NULL;NULL;NULL;NULL
57620;165,8;20;6,264;2647
57091;628,75;21;5,635;11157,9414
57909;7149,55;22;5,4036854278;132308,72
58127;NULL;NULL;NULL;NULL
58162;NULL;NULL;NULL;NULL
58164;89,55;20;5,9000000422;1517,8
55481;NULL;NULL;NULL;NULL
58247;NULL;NULL;NULL;NULL
58246;848,01;22;5,4036854278;15693,18
57767;303,16;16;7,544;4018,5578
58415;265;21;6,1;4344,2623
58446;342;21;5,895;5801,5267
58568;1240,11;22;5,5117591363;22499,29
58570;2408,85;21;5,5750000379;43208,08
58577;169,7;21;6,1;2781,9672
58616;NULL;NULL;NULL;NULL
58627;NULL;NULL;NULL;NULL
58394;1248;12;9,255;13484,6029
58631;264,75;21;5,955;4445,8438
58664;1851;21;5,642;32807,5151
58683;NULL;NULL;NULL;NULL
57553;NULL;NULL;NULL;NULL
58445;251;21;5,817;4314,939
58702;422,74;22;5,5117591363;7669,71
58715;475,38;16;7,3679941823;6451,96
58724;281,98;21;5,8185685492;4846,14
58723;NULL;NULL;NULL;NULL
58692;95;21;6,137;1547,9876
58728;269,28;22;5,5936729331;4814,01
58734;70,56;20;6,1873938085;1140,38
58738;72;21;6,433;1119,229
58742;876,82;12;9,5432159903;9187,94
58745;NULL;NULL;NULL;NULL
58749;164,16;22;5,5936729331;2934,74
58711;661;21;5,758;11479,6804
58076;208,48;21;6,137;3397,0996
58333;219,6;22;5,4036854278;4063,89
58623;NULL;NULL;NULL;NULL
58763;NULL;NULL;NULL;NULL
58774;NULL;NULL;NULL;NULL
58775;NULL;NULL;NULL;1393,81
58785;791,28;22;5,5117591363;14356,22
58786;NULL;NULL;NULL;NULL
58793;135;1;NULL;540
56551;652,74;21;5,755;11342,1373
58796;274;21;1,983;13817,4483
58802;NULL;NULL;NULL;NULL
58810;240;21;6,1;3934,4262
58473;2778;5;5,442;51047,409
58605;NULL;NULL;NULL;NULL
58815;NULL;NULL;NULL;NULL
55647;NULL;NULL;NULL;NULL
57947;806,1;22;4,8429595632;16644,78
58834;320;21;5,795;5522,0017
57908;28,5;21;6,471;440,4265
58590;82,8;22;5,7055463918;1451,22
57930;573;12;9,362;6120,4871
58068;221;16;7,323;3017,8888
59621;1344,45;16;7,1796927607;18725,73
58519;453,24;21;5,8185685492;7789,59
58073;NULL;NULL;NULL;NULL
58432;540,52;22;5,4036854278;10002,83
58306;269,14;22;5,403999996;4980,33
58484;267,2;21;5,795;4610,8714
57349;482,25;22;5,5936729331;8621,35
58633;NULL;NULL;NULL;NULL
58739;NULL;NULL;NULL;NULL
58740;NULL;NULL;NULL;NULL
58747;NULL;NULL;NULL;NULL
58829;128;5;6,433;2180
58835;84;21;6,471;1298,0992
58714;NULL;NULL;NULL;NULL
58852;135;NULL;NULL;NULL
58864;NULL;NULL;NULL;NULL
58866;66;16;7,3679941823;895,77
58902;NULL;NULL;NULL;NULL
58873;NULL;NULL;NULL;NULL
58879;NULL;NULL;NULL;NULL
58884;110,1;22;5,4036854278;2037,5
58828;559,8;21;5,6289992487;9944,93
58889;NULL;NULL;NULL;NULL
58890;338,52;21;5,8185685492;5817,93
58908;NULL;NULL;NULL;NULL
58761;NULL;NULL;NULL;NULL
56778;NULL;NULL;NULL;NULL
58765;290;36;9,925;2961,6
58920;NULL;NULL;NULL;NULL
58921;333;21;5,995;5554,6289
58936;90;15;7,964;1130,0854
58937;724;21;5,789;12506,4778
58940;2234,52;12;9,3545580499;23887,01
58952;NULL;NULL;NULL;NULL
58960;NULL;NULL;NULL;NULL
58961;375;21;5,795;6471,0958
58930;NULL;NULL;NULL;NULL
59019;390,15;21;5,757;6776,9672
58966;532,67;21;5,895;9035,9627
58971;747;21;5,7388;13016,6585
58985;33,53;12;9,5432159903;351,3
58975;511,68;21;5,755;8891,0513
58984;383,1;12;9,605;3988,5476
57591;389,98;21;5,795;6729,5945
58995;NULL;NULL;NULL;NULL
58778;172,35;22;5,4036854278;3189,55
58999;291;21;5,817;5002,5786
66864;408;21;6,162;6621,2269
66473;252;21;6,162;4089,5813
28786;NULL;NULL;NULL;NULL
66867;3560;4;25,84;13777,0898
66868;360;21;5,795;6212,2519
69399;335;20;6;5583,3333
68083;409,68;22;5,5619988;7365,62
69410;442,45;21;5,758;7684,0917
69475;NULL;NULL;NULL;NULL
69561;260,78;22;6;4346,4
69529;312;22;5,5615;5610
69534;1066,08;21;5,629;18939,07
69537;438,18;21;5,7855;7573,76
69626;NULL;NULL;NULL;NULL
69632;NULL;NULL;NULL;NULL
69430;847,99;22;5,404;15691,83
69694;457,71;20;6;7628,5
71133;NULL;NULL;NULL;NULL
71145;151,26;21;6,224;2430,27
70948;53,71;12;10,5;511,5238
60031;NULL;NULL;NULL;NULL
59006;174;12;10,034;1734,104
59954;813,4;21;5,755;14133,7967
60054;365;21;5,795;6298,5332
60049;NULL;NULL;NULL;NULL
60061;NULL;NULL;NULL;NULL
60026;NULL;NULL;NULL;NULL
54301;NULL;21;5,642;15623,19
60066;120;10;11,57;1037,1651
60075;2242,53;21;5,642;39747,0755
68177;385,2;22;5,5615;6926,19
62963;NULL;NULL;NULL;NULL
55636;NULL;NULL;NULL;NULL
60090;164,61;12;9,92;1659,375
59648;304,67;22;6,0000237699;5077,77
60110;427,5;21;5,755;7428,3232
60115;305,06;21;5,795;5264,1933
58899;NULL;NULL;NULL;NULL
60129;NULL;NULL;NULL;NULL
59688;NULL;NULL;NULL;NULL
65409;1099,8;21;5,65;19493,09
59999;117;21;6,433;1818,7471
59891;NULL;NULL;NULL;NULL
60177;2939,4;21;5,642;52098,5466
60181;NULL;NULL;NULL;NULL
60124;155,68;22;5,5936729331;2783,08
60193;1460,13;20;5,8768227527;24845,53
59809;813;21;5,85;13897,4359
60207;NULL;NULL;NULL;NULL
60209;NULL;NULL;NULL;NULL
60210;NULL;NULL;NULL;NULL
60231;117;21;6,433;1818,7471
60246;325,5;21;5,795;5616,9111
60256;NULL;NULL;NULL;NULL
60261;102;21;6,433;1585,5744
60268;NULL;NULL;NULL;NULL
60274;NULL;NULL;NULL;NULL
60135;3560;4;NULL;14240
60010;NULL;NULL;NULL;NULL
58527;NULL;NULL;NULL;NULL
60289;NULL;NULL;NULL;NULL
60297;NULL;NULL;NULL;NULL
60298;4879,74;21;5,6289660179;86689,73
60332;67,2;12;9,5432159903;704,17
60333;439,5;22;5,4036854278;8133,34
60337;NULL;NULL;NULL;NULL
60340;NULL;NULL;NULL;NULL
60165;1384,57;22;5,4036854278;25622,74
58597;1029;21;5,642;18238,2134
60358;NULL;NULL;NULL;NULL
58433;987;5;NULL;16750,92
60362;NULL;NULL;NULL;NULL
60365;NULL;NULL;NULL;NULL
59104;NULL;NULL;NULL;NULL
60279;1322,4;21;5,629;23492,6275
60380;670,77;19;6,27;10698,0861
67454;327;21;5,817;5621,4544
67887;NULL;NULL;NULL;NULL
67475;240,3;21;6,224;3860,86
67758;1273,5;22;5,4;23583,3333
67495;854,76;21;5,895;14499,7455
67500;181,59;22;6,12;2967,16
67511;48,52;21;6,433;754,236
67309;683,02;22;5,4956;12428,41
66490;NULL;NULL;NULL;NULL
67168;147;20;6;2450
67540;785;21;5,755;13640,3128
67552;531;21;5,6;9482,1429
67563;588;22;5,4956;10699,47
67568;7014,59;16;7,166;97887,11
67550;5318,35;21;5,629;94481,28
66986;392;22;5,5615;7048,51
66050;NULL;NULL;NULL;NULL
67615;379,5;22;5,5615;6823,7
67617;575;21;5,758;9986,1063
67621;290,85;21;5,8;5014,6552
67711;301,08;22;5,5615;5413,65
67650;NULL;NULL;NULL;NULL
67449;NULL;NULL;NULL;NULL
67655;482,4;5;5,755;8382,2763
67174;462;21;5,758;8023,6193
67656;NULL;NULL;NULL;NULL
67661;36,45;21;6,43;566,874
67665;NULL;NULL;NULL;NULL
67153;NULL;NULL;NULL;NULL
67282;NULL;NULL;NULL;NULL
67239;NULL;NULL;NULL;NULL
67488;263,25;22;6;4387,5
67678;NULL;NULL;NULL;NULL
67685;NULL;NULL;NULL;NULL
67027;NULL;NULL;NULL;NULL
67688;295,5;20;6,47;4567,27
67692;216;22;6,12;3529,41
67694;386,4;22;5,5615;6947,72
71320;338,65;22;5,5615;6089,12
71377;99,99;21;6,224;1606,52
71379;580,5;21;5,72;10148,6
71382;NULL;NULL;NULL;NULL
71392;NULL;NULL;NULL;NULL
71394;NULL;NULL;NULL;NULL
66417;31071,56;9;11,8;263318,33
71406;8670,47;16;7,166;120994,57
71425;984,76;21;5,654;17417,0499
68187;NULL;NULL;NULL;NULL
71250;8019;5;5,52;145271,7391
68825;515,36;22;5,5615;9266,47
71577;601,61;21;5,76;10444,6181
71011;NULL;NULL;NULL;NULL
71585;451;21;5,859;7697,5593
71578;NULL;NULL;NULL;NULL
71592;390,12;21;5,786;6742,4819
68960;NULL;NULL;NULL;NULL
71600;256,62;22;6;4276,92
71580;950,4;22;5,404;17586,97
71807;NULL;NULL;NULL;NULL
71604;NULL;NULL;NULL;NULL
71536;657,48;22;5,4956;11963,75
71609;NULL;NULL;NULL;NULL
71610;1871,56;16;7,39;25325,5751
71613;2390,36;22;5,404;44233,15
71616;NULL;NULL;NULL;NULL
71619;NULL;NULL;NULL;NULL
71623;NULL;NULL;NULL;NULL
71624;NULL;NULL;NULL;NULL
71159;NULL;NULL;NULL;NULL
71630;NULL;NULL;NULL;NULL
71631;439,2;21;5,90121;7442,54
71632;600;NULL;5,76;10416,6667
69500;244,17;22;6;4069,5
66673;1950;21;5,64;34574,57
69267;595,75;NULL;5,76;10342,8819
70024;470,49;21;5,7855;8132,19
71643;1229,26;21;5,629;21837,91
71644;348,98;21;5,7855;6031,89
71646;213;21;6,224;3422,24
62454;NULL;NULL;NULL;NULL
71385;694,2;21;5,76;12052,0833
71401;NULL;NULL;NULL;NULL
71404;1169;20;5,89;19847,1986
71416;NULL;NULL;NULL;NULL
71119;89;21;6,43;1384,1369
71428;NULL;NULL;NULL;NULL
71430;290;4;27,1;1070,1107
71118;NULL;NULL;NULL;NULL
71445;660;NULL;5,76;11458,3333
71487;NULL;NULL;NULL;NULL
71493;153;22;6;2550
71587;457;21;5,8;7879,3103
71605;65,25;18;7,046;926,06
71649;1172,46;22;5,404;21696,15
71654;524;21;5,76;9097,2222
71658;284;21;6,1;4655,7377
71662;729,12;21;5,755;12669,331
71669;362,66;22;5,67273;6393,11
71660;111,32;21;6,224;1788,53
71677;440;20;6,06;7260,7261
73094;1772,66;21;5,679;31214,2983
71561;329,06;22;5,5615;5916,77
68288;NULL;NULL;NULL;NULL
71714;447,9;21;5,76;7776,0417
71693;1061;21;5,789;18327,8632
71694;NULL;NULL;NULL;NULL
71696;NULL;NULL;NULL;NULL
71697;720,77;21;5,5;13104,85
71537;NULL;NULL;NULL;NULL
71703;288,6;21;6,162;4683,5443
70623;255,82;22;6;4263,75
71705;530,79;21;5,7855;9174,55
71708;213;16;7,54;2824,9337
71707;NULL;NULL;NULL;NULL
70010;NULL;NULL;NULL;NULL
71715;390;22;5,5615;7012,5
71718;493,68;21;5,7855;8533,1
71627;312;20;6,06;5148,5149
71434;NULL;NULL;NULL;NULL
71454;450;NULL;7,32;6147,541
71488;NULL;NULL;NULL;NULL
71349;289,29;21;5,7855;5000,26
71543;1677,03;22;5,3;31642,08
71545;4562,99;12;9,29;49117,19
71622;1561;12;9,294;16795,7822
71626;855,44;21;5,64;15167,3759
71418;42;19;7,1196;589,92
71217;411;12;9,605;4279,0213
71725;NULL;NULL;NULL;NULL
71726;84;22;5,404;1554,4
71729;NULL;NULL;NULL;NULL
71712;359,2;21;5,91;6077,8342
71732;450,2;21;5,629;7997,8682
71728;NULL;NULL;NULL;NULL
71738;203,28;20;6,47;3141,89
71737;276,628;21;5,817;4755,54
71744;468;22;5,5615;8415
71745;74,1;12;9,941;745,4
71755;NULL;NULL;NULL;NULL
71759;NULL;NULL;NULL;NULL
71761;488,1;22;5,5615;8776,41
70951;180;21;6,177;2914,0359
71766;NULL;NULL;NULL;NULL
71338;NULL;NULL;NULL;NULL
71771;NULL;NULL;NULL;NULL
71780;88,18;12;9,941;887,08
71684;652;21;5,795;11251,0785
71788;126;21;6,433;1958,6507
71790;180;20;6,878;2617,0398
71792;NULL;NULL;NULL;NULL
71797;717;NULL;5,76;12447,9167
71799;NULL;NULL;NULL;NULL
71800;648;21;5,859;11059,9078
71804;333,75;21;5,8;5754,3103
71806;11884,72;21;NULL;NULL
59133;NULL;NULL;NULL;NULL
71808;NULL;NULL;NULL;NULL
71810;NULL;NULL;NULL;NULL
71818;NULL;NULL;NULL;NULL
71813;702,6;21;NULL;NULL
71517;380;NULL;5,8;6551,7241
71518;135;20;5,8;2327,5862
71520;229,74;20;5,8;3961,0345
71469;1331,88;22;5,3;25129,87
71522;618;21;5,76;10729,1667
71531;381,96;22;5,5615;6867,93
71374;151,55;21;6,43;2356,9207
72257;360;21;5,909;6091,37
70813;387;21;5,795;6678,1708
71827;380,91;20;6,0324;6314,4
71939;NULL;NULL;NULL;NULL
71762;211,2;21;6,224;3393,32
71829;NULL;NULL;NULL;NULL
71843;NULL;NULL;NULL;NULL
71845;530;21;5,755;9209,3831
71848;615;21;5,72;10751,75
71847;265,2;22;6;4419,98
71851;162;21;6,222;2603,6644
71853;370;21;5,76;6423,6111
71689;105,9;21;6,435;1645,6876
71835;NULL;NULL;NULL;NULL
71347;586,6;22;5,4956;10674,04
70879;534,99;22;5,5615;9619,53
66564;NULL;NULL;NULL;NULL
71869;315;22;5,5615;5663,94
71870;347,46;21;6,162;5638,7537
71576;NULL;NULL;NULL;NULL
71876;NULL;NULL;NULL;NULL
71875;304,35;22;5,5615;5472,44
71881;480;NULL;5,6;8571,4286
68566;267,05;NULL;7,63;3500
71559;228;22;6;3800
69929;898;17;6,9026;13009,59
71901;NULL;NULL;NULL;NULL
71917;2411,39;20;5,9;40871,0169
69618;630,45;22;5,4956;11471,9
71929;NULL;NULL;NULL;NULL
71933;NULL;NULL;NULL;NULL
71934;513;12;9,42;5445,8599
71945;1300,5;21;5,629;23103,57
71927;NULL;NULL;NULL;NULL
71948;338,58;20;6,0324;5612,69
71758;1127,64;22;5,3;21276,23
71679;1129;21;5,629;20056,8485
71686;1408,67;20;5,99454;23499,14
71441;437;20;5,9;7406,7797
66127;102,5;21;6,435;1592,8516
71474;NULL;NULL;NULL;NULL
71598;NULL;NULL;NULL;NULL
71706;863,79;21;5,629;15345,31
71716;NULL;NULL;NULL;NULL
73698;NULL;NULL;NULL;NULL
71736;985,65;22;5,404;18239,27
71640;459,57;22;5,5615;8263,42
71760;NULL;NULL;NULL;NULL
71345;NULL;NULL;NULL;NULL
71767;NULL;NULL;NULL;NULL
71772;NULL;NULL;NULL;NULL
71589;NULL;NULL;NULL;NULL
71778;535,35;21;5,64;9492,0213
71786;732,45;21;5,72;12805,07
71709;188,5;8;16,191;1164,227
71793;750,72;NULL;5,76;13033,3333
71798;897,9;21;5,629;15951,32
70310;308,24;22;5,35;5761,57
71811;NULL;NULL;NULL;NULL
70351;1068,03;21;NULL;18937
71828;233,16;21;5,8;4020
67881;430,8;21;5,8;7427,5862
71837;NULL;NULL;NULL;NULL
71317;NULL;NULL;NULL;NULL
71558;379,98;9;12,859;2954,97
71267;304,35;22;5,5615;5472,44
71842;NULL;NULL;NULL;NULL
71846;284,04;20;6,47;4390,06
71471;3487;16;7;49814,2857
71856;505;21;5,85;8632,4786
70756;312;16;7,691;4056,6896
71861;243,45;22;5,5998;4347,48
71863;2876,58;21;5,629;51102,85
72060;632,64;11;10,3508;6111,99
70355;467;21;5,76;8107,6389
71882;NULL;NULL;NULL;NULL
71849;NULL;NULL;NULL;NULL
71757;NULL;NULL;NULL;NULL
71776;421,09;22;5,45;7726,41
71953;2819,39;20;5,877;47973,23
71864;2144,4;21;5,629;38095,58
71889;NULL;NULL;NULL;NULL
71890;NULL;NULL;NULL;NULL
71443;713,95;22;5,605512;12736,51
71905;225;5;6;3750
71922;NULL;NULL;NULL;NULL
71931;NULL;NULL;NULL;NULL
71958;1159,35;16;7,166;16178,41
71637;270;21;6,137;4399,5438
65685;NULL;NULL;NULL;NULL
71900;255;21;6,137;4155,1247
71972;323,07;21;5,817;5553,8938
71880;237;NULL;6;3950
72008;60;NULL;6,47;927,357
71497;NULL;NULL;NULL;NULL
72021;285;21;6,435;4428,9044
72035;306,5;20;5,8;5284,4828
72073;NULL;NULL;NULL;NULL
72091;192;20;5,8;3310,3448
72040;220,2;22;6;3670
70880;NULL;NULL;NULL;NULL
72135;436,5;14;8,2588;5285,27
72169;532,18;22;5,5615;9569,09
71973;NULL;NULL;NULL;NULL
66170;420;60;5,975;7029,2887
71999;NULL;NULL;NULL;NULL
72003;537;22;5,5615;9655,67
71874;NULL;NULL;NULL;NULL
71946;NULL;NULL;NULL;NULL
71997;313,56;21;6;5226
72006;NULL;NULL;NULL;NULL
72147;453,4;12;9,61;4718,0021
72176;93;21;6,43;1446,3453
72179;33,53;12;9,941;337,24
71960;NULL;NULL;NULL;NULL
72184;415,6;21;5,8;7165,5172
68094;70,52;21;6,847;1029,9401
72218;NULL;NULL;NULL;NULL
72245;NULL;NULL;NULL;NULL
72246;305,09;22;5,5615;5485,67
72248;NULL;NULL;NULL;NULL
72249;NULL;NULL;NULL;NULL
72271;NULL;NULL;NULL;NULL
72178;483;20;7,14;6764,71
72219;NULL;3;NULL;NULL
72226;661,64;21;5,76;11486,8056
72242;120;21;6,85;1751,83
70726;NULL;NULL;NULL;NULL
72263;564,3;18;6,6082;8539,35
72180;NULL;NULL;NULL;NULL
72296;NULL;NULL;NULL;NULL
72300;NULL;NULL;NULL;NULL
72302;NULL;NULL;NULL;NULL
72306;437,37;20;6,153048;7108,2
72311;33,53;12;9,941;337,24
72313;NULL;NULL;NULL;NULL
61379;720;NULL;5,755;12510,8601
61386;299,6;21;6,1;4911,4754
60765;975;21;5,642;17281,106
61424;NULL;NULL;NULL;NULL
61477;NULL;NULL;NULL;NULL
61430;235,9;20;6,306;3740,8817
61512;NULL;NULL;NULL;NULL
61332;NULL;NULL;NULL;NULL
61495;339;21;5,795;5849,8706
61187;556,5;22;5,5936729331;9948,74
61562;267;8;15,086;1769,8528
61568;348;48;7,865;4424,6662
61577;198,72;22;5,5936729331;3552,59
61578;2093,21;21;5,6289660179;37186,49
61579;95,18;16;7,3679941823;1291,86
61585;405;63;5,755;7037,3588
61190;322,38;20;7,1800000254;4489,93
61321;1613,55;20;5,833;27662,4379
61602;NULL;NULL;NULL;NULL
59477;1058,79;21;5,6289660179;18809,67
61605;745,5;22;5,349999353;13934,53
61603;318;21;5,904;5385,94
61474;366,3;20;6,105;6000
60590;56,58;20;5,8768227527;962,77
61608;567,15;21;5,755;9854,9088
61333;89,6;21;6,713;1334,7237
61490;1974,35;21;5,763;34259,0665
61523;283,2;21;5,795;4886,9715
58869;120,58;22;5,5936729331;2155,69
61412;NULL;NULL;NULL;NULL
61413;NULL;NULL;NULL;NULL
61613;182,25;21;6,44;2829,9689
61622;643,4;22;5,5936729331;11502,19
61570;NULL;NULL;NULL;NULL
61027;NULL;NULL;NULL;NULL
61623;466,6;22;5,5936729331;8341,64
59761;NULL;NULL;NULL;NULL
61632;NULL;NULL;NULL;NULL
61633;NULL;NULL;NULL;NULL
61417;NULL;NULL;NULL;NULL
61476;210;NULL;6,1;3442,623
61491;NULL;NULL;NULL;NULL
61531;505;21;5,873;8598,47
59844;NULL;NULL;NULL;NULL
60861;NULL;NULL;NULL;NULL
61621;519;21;5,895;8804,0712
60804;223,67;22;5,5936729331;3998,61
70013;NULL;NULL;NULL;NULL
70336;NULL;NULL;NULL;NULL
70339;596,85;21;5,755;10370,9818
70379;1370,34;5;6;22839
70395;NULL;NULL;NULL;NULL
70434;53;20;6,02;880,3987
70357;NULL;NULL;NULL;NULL
70396;270;NULL;6,1;4426,2295
70527;NULL;NULL;NULL;NULL
70576;NULL;NULL;NULL;NULL
70477;NULL;NULL;NULL;NULL
70362;640;20;5,997;10672,0027
70625;883,25;21;5,629;15691,06
70691;315;21;5,9;5338,9831
68328;NULL;NULL;NULL;NULL
70736;NULL;NULL;NULL;NULL
70677;325,91;20;6,004;5428,2145
70761;563;21;5,755;9782,7976
70786;934,82;22;5,404;17298,58
70809;152,5;20;6,71;2298,07
70766;NULL;NULL;NULL;NULL
70847;79;21;6,471;1220,8314
70904;881,4;21;7,22;12207,7562
70853;NULL;NULL;NULL;NULL
70998;33,53;12;9,941;337,24
71006;1165,29;22;5,51208;21140,57
71087;693;21;5,72;12115,38
71090;560,4;22;5,4956;10197,25
70501;717,53;22;5,4956;13056,52
71134;NULL;NULL;NULL;NULL
70587;1561,4;21;NULL;27394,26
60915;NULL;NULL;NULL;NULL
60942;360;21;5,795;6212,2519
61250;165,66;22;5,4939994684;3015,29
61569;1492,71;21;5,6289660179;26518,45
61594;NULL;NULL;NULL;NULL
61625;167;21;6,26;2667,7316
61532;1442,19;22;5,4036854278;26688,99
70268;NULL;NULL;NULL;NULL
70354;215,77;21;6,1;3537,2131
70401;NULL;NULL;NULL;NULL
70391;640,1;22;5,4956;11647,45
70476;NULL;NULL;NULL;NULL
66128;NULL;NULL;NULL;NULL
70546;NULL;NULL;NULL;NULL
70140;NULL;NULL;NULL;NULL
70607;569,6;21;5,65;10081,33
70614;765,19;21;5,629;13593,67
70655;304,74;21;5,7855;5267,31
70709;2797,1;21;5,629;49690,82
70757;181,5;21;6,24;2908,6538
70763;435;21;5,817;7478,0815
67687;1220;21;NULL;23733,32
69612;NULL;NULL;NULL;NULL
70979;1296,84;22;5,2;24939,21
70981;266,32;21;6,1;4365,9016
70730;354;21;5,8;6103,4483
70957;NULL;NULL;NULL;NULL
71162;NULL;NULL;NULL;NULL
71181;966,68;22;5,404;17888,14
71182;NULL;NULL;NULL;NULL
71216;416,11;21;5,7855;7192,27
71223;290,52;22;5,5615;5223,72
71238;195;21;6,1;3196,7213
71248;310,98;21;5,7855;5375,16
71277;228,6;21;6,224;3672,88
71280;NULL;NULL;NULL;NULL
71306;33,53;12;9,941;337,24
61653;90;21;6,713;1340,6823
61655;114,75;14;7,7271999403;1485,01
61272;288;20;6,306;4567,079
67404;232,32;22;6;3872
69578;1545;21;5,65;27345,1327
70238;273,97;22;5,404;5069,82
70018;NULL;NULL;NULL;NULL
69914;210;20;6;3500
70337;66;21;6,3;1047,619
70799;508,54;22;5,5615;9144,01
70567;NULL;NULL;NULL;NULL
70616;NULL;NULL;NULL;NULL
70631;341,69;20;6,38;5355,6426
70686;NULL;NULL;NULL;NULL
70695;164;5;5,805;2825,1507
70772;396,44;21;5,7855;6852,27
70773;457,04;21;5,7855;7899,77
70776;418,92;21;5,7855;7240,86
70777;175,01;21;6,224;2811,92
70889;NULL;NULL;NULL;NULL
70598;NULL;NULL;NULL;NULL
70894;577,59;22;5,4956;10510,04
70920;283,05;17;7,54;3753,98
70511;605;16;7,27;8321,8707
70985;253,46;22;6;4224,3
71022;NULL;NULL;NULL;NULL
70938;NULL;NULL;NULL;NULL
71034;1657,29;4;1;6629,16
71063;NULL;NULL;NULL;NULL
71076;NULL;NULL;NULL;NULL
70483;1064,13;22;5,404;19691,52
71096;542,66;22;5,67273;9566,16
71102;112;21;6,433;1741,0229
71049;NULL;NULL;NULL;NULL
71065;128,1;21;6,43;1992,224
61609;NULL;NULL;NULL;NULL
61658;186;20;6,306;2949,5718
61662;391,65;22;6,0000237699;6527,47
61670;1224;12;9,32599;13124,612
70262;NULL;NULL;NULL;NULL
70114;NULL;NULL;NULL;NULL
69004;324,92;22;5,5615;5842,22
70289;243;21;6,14;3957,6547
70297;530,7;16;7,46283;7111,24
70321;120;22;6;2000
70323;343,54;20;6,0324;5694,87
71809;NULL;NULL;NULL;NULL
67173;217;21;6,162;3261,93
70345;NULL;NULL;NULL;NULL
73055;1378,05;21;5,691;24214,5493
70491;2050;20;5,89;34804,7538
70558;3866,88;22;5,404;71555,88
70697;NULL;NULL;NULL;NULL
71893;150;21;5,8;2586,2069
70708;1617;16;7,166;22564,89
70769;138;16;NULL;2028,37
70665;NULL;NULL;NULL;NULL
70775;NULL;NULL;NULL;NULL
70818;267,939;21;6,24;4293,75
70858;219;18;6,554;3341,4709
70942;NULL;NULL;NULL;NULL
70941;2471,41;22;6,05;40849,69
