N° dossier Hexapage;N° fact HF;Leaser;Client final;SIREN;Fournisseur / Adhérent;Groupe;N° fact Adh;Facture HF HT;N° contrat Leaseur;MF HEXAPAGE
19117;12456;BNP PARIBAS LEASE GROUP;ARRAZAT DISTRIBUTION;452350010;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226072;1 091,43 €;Z0147814;970,95
19129;10722;BNP PARIBAS LEASE GROUP;IMMOBILIER DES COTEAUX;491073946;PERRET BUREAUTIQUE;Groupe BCMP;002022036;1 861,51 €;Z0064636;1656,88
19139;10857;BNP PARIBAS LEASE GROUP;BERTHE PATRICE ALPHONSE RENE;523066058;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224094;7 253,34 €;Z0065347;6774,16
19143;10945;BNP PARIBAS LEASE GROUP;COMMUNE DE GRAZAC;218101061;PERRET BUREAUTIQUE;Groupe BCMP;002022277;6 205,91 €;Z0121750;5915,58
19300;10805;BNP PARIBAS LEASE GROUP;GIRONIS;514959006;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224037;2 300,00 €;Z0072012;2282,41
19315;11794;BNP PARIBAS LEASE GROUP;INSTITUT SPECIALISE DE SECRETARIAT & D'ETUDES COMPTABLES;670801570;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225263;31 179,26 €;Z0072328;30191,33
19348;11048;BNP PARIBAS LEASE GROUP;DENJEAN GRANULATS;328410360;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224186;11 512,07 €;Z0105157;10916,54
19411;10875;BNP PARIBAS LEASE GROUP;CABINET DE DARAN ET ASSOCIES;483946083;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224119;9 569,81 €;Z0075951;8996,87
19427;12310;BNP PARIBAS LEASE GROUP;CARRIERES DE LA MONTAGNE NOIRE;715820734;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225876;4 908,28 €;Z0171377;4458,63
19435;10792;BNP PARIBAS LEASE GROUP;AEROSPACE VALLEY;484284526;PERRET BUREAUTIQUE;Groupe BCMP;002022173;18 579,97 €;Z0076805;17782,57
19524;12311;BNP PARIBAS LEASE GROUP;TAKII FRANCE SA;382258895;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225877;3 419,88 €;Z0168401;3230,72
19563;11250;BNP PARIBAS LEASE GROUP;TAQUIPNEU;317576890;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224539;38 375,69 €;Z0082715;37374,95
19586;11692;BNP PARIBAS LEASE GROUP;ELPOZO ALIMENTACION;512807058;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225073;24 429,11 €;Z0140905;23199,68
19619;10777;BNP PARIBAS LEASE GROUP;SELARL RYCKWAERT;400742847;PERRET BUREAUTIQUE;Groupe BCMP;002022157;9 107,89 €;Z0083713;8610,21
19647;12010;BNP PARIBAS LEASE GROUP;3 S;500438312;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225636;1 160,18 €;Z0147363;1081,81
19769;12315;BNP PARIBAS LEASE GROUP;GARAGE DU PONT SAINT ROCH;404491953;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225891;2 975,41 €;Z0090857;2810,74
19779;11902;BNP PARIBAS LEASE GROUP;LABOUDIE ET ASSOCIES;340649136;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225417;103 591,38 €;Z0091226;101448,27
19840;11451;BNP PARIBAS LEASE GROUP;SOLAGRO;324510908;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224802;21 476,85 €;Z0129493;20599,79
19858;12343;BNP PARIBAS LEASE GROUP;ASS DE SANTE AU TRAVAIL INTER SCE;479538571;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225873;82 493,75 €;Z0093320;80094,51
19924;11417;BNP PARIBAS LEASE GROUP;DISTRICT FOOTBALL HTE G. MIDI TOULOUSAIN;776951592;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224644;13 613,81 €;Z0095536;12977,46
19954;11468;BNP PARIBAS LEASE GROUP;ASS ENTRAIDE PUPILLES DE L'ETAT;478666951;PERRET BUREAUTIQUE;Groupe BCMP;002022790;25 767,88 €;Z0101311;24715,75
19956;11448;BNP PARIBAS LEASE GROUP;JEAN;384921359;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224796;7 654,29 €;Z0096913;7170,98
19966;11119;BNP PARIBAS LEASE GROUP;C.D.2.I.;400790846;PERRET BUREAUTIQUE;Groupe BCMP;2022399;13 930,50 €;Z0097086;13279,36
20040;11502;BNP PARIBAS LEASE GROUP;AUTO SECOURS;326801685;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224852;15 022,10 €;Z0104500;14139,27
20081;11656;BNP PARIBAS LEASE GROUP;3 S;500438312;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225061;1 544,71 €;Z0100914;1433,83
20087;12012;BNP PARIBAS LEASE GROUP;MIDI-DIESEL ELECTRO ACCESSOIRES;311675961;PERRET BUREAUTIQUE;Groupe BCMP;002023465;12 290,50 €;Z0100806;11683,7
20089;11343;BNP PARIBAS LEASE GROUP;PROMAID;489866384;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011224596;8 145,86 €;Z0100913;7700,67
20122;11640;BNP PARIBAS LEASE GROUP;FOREAUSOL;431336239;PERRET BUREAUTIQUE;Groupe BCMP;002022771;4 455,85 €;Z0101674;4094,57
20123;11252;BNP PARIBAS LEASE GROUP;INST SUPERIEUR VIDAL ISV FORMATION PRO;392622791;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11224521;3 418,37 €;Z0101606;3149,68
20136;11708;BNP PARIBAS LEASE GROUP;CTRE INFORM PREVENT TOULOUSE PYRENEES;394796148;PERRET BUREAUTIQUE;Groupe BCMP;002023044;5 817,72 €;Z0102529;5488,85
20167;11693;BNP PARIBAS LEASE GROUP;DOU YEE ENTERPRISES(FRANCE)SAS;444623359;PERRET BUREAUTIQUE;Groupe BCMP;002023024;7 235,45 €;Z0103062;6711,47
20189;11706;BNP PARIBAS LEASE GROUP;CHAMPS-VERNET;440226595;PERRET BUREAUTIQUE;Groupe BCMP;002023042;9 127,86 €;Z0104693;8605,36
20190;12721;BNP PARIBAS LEASE GROUP;CHAMPS-VERNET;440226595;PERRET BUREAUTIQUE;Groupe BCMP;2024232;9 172,82 €;Z0193072;8605,36
20197;12309;BNP PARIBAS LEASE GROUP;LOGIS CONSEIL;393412978;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225875;13 546,41 €;Z0128938;12814,56
20200;11797;BNP PARIBAS LEASE GROUP;SARL BLANC TRAITEUR;378712483;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225260;7 120,63 €;Z0103873;6689,34
20282;11809;BNP PARIBAS LEASE GROUP;PHILIPPE NADAL CAROLE CARRERE PATRICIA MEHAY STEPHANIE RAZES;301051405;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225273;5 798,06 €;Z0108210;5431,77
20323;12032;BNP PARIBAS LEASE GROUP;CONCEPTION DE SYSTEMES ET TECHNOLOGIE MECANIQUE : C.S.T.M.;398745216;PERRET BUREAUTIQUE;Groupe BCMP;002023475;5 386,83 €;Z0109216;5046,46
20324;12157;BNP PARIBAS LEASE GROUP;PR ARCHITECTURE;508914074;PERRET BUREAUTIQUE;Groupe BCMP;002023579;6 249,17 €;Z0109220;5870,58
20427;12308;BNP PARIBAS LEASE GROUP;GACORA;495048795;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225872;5 855,32 €;Z0171336;5458,52
20443;11780;BNP PARIBAS LEASE GROUP;RESILIENCE OCCITANIE;775581242;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225259;11 138,29 €;Z0139727;10588,32
20448;12313;BNP PARIBAS LEASE GROUP;INTERPROFESSION DES VINS DU SUD-OUEST FRANCE;387577851;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225879;7 462,41 €;Z0122336;6956,91
20456;11578;BNP PARIBAS LEASE GROUP;BARTHAS GERARD CLAUDE PATRICK;333516144;PERRET BUREAUTIQUE;Groupe BCMP;002022820;45 840,42 €;Z0114526;44280,96
20460;12155;BNP PARIBAS LEASE GROUP;ASS ECOLE MONTESSORI BILINGUE;409137718;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225736;6 169,30 €;Z0163005;5779,61
20466;12312;BNP PARIBAS LEASE GROUP;ASS TOULOUSAINE DES INVALIDES CIVILS;776938987;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225878;2 591,77 €;Z0168417;2306,67
20543;11784;BNP PARIBAS LEASE GROUP;HIREX ENGINEERING;389715525;PERRET BUREAUTIQUE;Groupe BCMP;002023069;24 312,39 €;Z0117949;23383,94
20573;12078;BNP PARIBAS LEASE GROUP;STTS FRANCE;339135360;PERRET BUREAUTIQUE;Groupe BCMP;002023493;10 643,30 €;Z0158085;10117,73
20614;11886;BNP PARIBAS LEASE GROUP;BLANC TAILLEUR DESIGN;397719451;PERRET BUREAUTIQUE;Groupe BCMP;002023299;3 458,06 €;Z0120908;3177,51
20650;12307;BNP PARIBAS LEASE GROUP;AUTO SECOURS;326801685;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225871;13 374,22 €;Z0171330;12651,67
20652;11757;BNP PARIBAS LEASE GROUP;SEREE DE ROCH LUDOVIC JULIEN;434493037;PERRET BUREAUTIQUE;Groupe BCMP;002023068;16 071,73 €;Z0122310;15457,72
20654;12314;BNP PARIBAS LEASE GROUP;M B T;419962832;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225889;11 697,66 €;Z0122716;11086,14
20674;11579;BNP PARIBAS LEASE GROUP;LEO LAGRANGE SUD OUEST;351713532;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;01003194;45 212,41 €;Z0123091;43795,58
20705;11755;BNP PARIBAS LEASE GROUP;AT OCCITANIA;326274537;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225159;71 042,20 €;Z0141921;68655,51
20737;12452;BNP PARIBAS LEASE GROUP;MC2F;502816119;PERRET BUREAUTIQUE;Groupe BCMP;002023862;7 825,92 €;Z0125375;7295,84
20788;12052;BNP PARIBAS LEASE GROUP;AIRCRAFT INTERIOR PRODUCTS - AIP;785506338;PERRET BUREAUTIQUE;Groupe BCMP;002023488;17 490,26 €;Z0157962;16654,57
20812;11779;BNP PARIBAS LEASE GROUP;GROUPE FL FINANCE;492688981;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225240;62 382,17 €;Z0091217;60936,71
20829;12171;BNP PARIBAS LEASE GROUP;CAPYG;432516730;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225804;2 057,04 €;Z0164313;1839,63
20943;11936;BNP PARIBAS LEASE GROUP;ARUA;493224455;PERRET BUREAUTIQUE;Groupe BCMP;002023332;12 356,75 €;Z0132300;11746,69
20946;12499;BNP PARIBAS LEASE GROUP;ACE MIDI-PYRENEES;418663076;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226199;20 146,96 €;Z0132305;19038,98
20993;11965;BNP PARIBAS LEASE GROUP;AMPM ARCHITECTES;429090590;PERRET BUREAUTIQUE;Groupe BCMP;002023435;20 029,17 €;Z0153596;19211,19
20998;12161;BNP PARIBAS LEASE GROUP;CONTACTEL;334832151;PERRET BUREAUTIQUE;Groupe BCMP;002023605;15 631,03 €;Z0164691;14746,24
21000;12759;BNP PARIBAS LEASE GROUP;MUTUALITE FRANCAISE OCCITANIE;438320632;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;1126556;34 614,69 €;Z0134924;33731,5
21040;12173;BNP PARIBAS LEASE GROUP;PHARMACIE DU CANAL;512852757;PERRET BUREAUTIQUE;Groupe BCMP;002023610;5 084,12 €;Z0164529;4671,99
21069;12356;BNP PARIBAS LEASE GROUP;LEVY*YVAN PIERRE/;316495068;PERRET BUREAUTIQUE;Groupe BCMP;002023814;5 491,81 €;Z0172618;5119,6
21090;12375;BNP PARIBAS LEASE GROUP;MAîTRE ERIC GEORGEL - MAîTRE CYRIL PADILLA - MAîTRE CHRISTEL LEC LERCQ;301126801;PERRET BUREAUTIQUE;Groupe BCMP;002023679;53 084,48 €;Z0170950;51854,33
21093;11962;BNP PARIBAS LEASE GROUP;TERRES DU SUD;409248945;PERRET BUREAUTIQUE;Groupe BCMP;002023432;36 889,05 €;Z0138443;35990,22
21094;12031;BNP PARIBAS LEASE GROUP;SNC JO;525283313;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225674;9 653,31 €;Z0138441;9100,78
21096;12153;BNP PARIBAS LEASE GROUP;TOULOUSE MENUISERIE;404777294;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011225729;9 783,53 €;Z0138439;9223,56
21264;12651;BNP PARIBAS LEASE GROUP;PHILIPPE CONTE  - FRANTZ MIRAL;444670954;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226352;19 343,41 €;Z0146608;18279,66
21299;12279;BNP PARIBAS LEASE GROUP;STTS FRANCE;339135360;PERRET BUREAUTIQUE;Groupe BCMP;002023646;4 363,02 €;Z0168423;3989,58
21300;13383;BNP PARIBAS LEASE GROUP;STTS AST;805065224;PERRET BUREAUTIQUE;Groupe BCMP;002024720;2 755,93 €;A1A30984;2519,77
21324;12595;BNP PARIBAS LEASE GROUP;LABOUDIE ET ASSOCIES;340649136;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226267;15 551,55 €;Z0091226;14738,8
21333;12963;BNP PARIBAS LEASE GROUP;EURL JEAN -FRANCOIS PACOUILL;353915044;PERRET BUREAUTIQUE;Groupe BCMP;2024409;13 335,95 €;Z0149208;12615,47
21363;12917;BNP PARIBAS LEASE GROUP;SARELEC;381163013;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226669;11 480,15 €;Z0151689;10859,81
21399;12346;BNP PARIBAS LEASE GROUP;LOISIRS EDUCATION & CITOYENNETE GD SUD;479927915;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226025;3 157,70 €;Z0152730;2887,23
21408;13687;BNP PARIBAS LEASE GROUP;MIDCAMP;818797029;PERRET BUREAUTIQUE;Groupe BCMP;002025021;2 813,32 €;A1A43037;2572,26
21467;13065;BNP PARIBAS LEASE GROUP;CENTRE COMMUNAL D ACTION SOCIALE;263101313;PERRET BUREAUTIQUE;Groupe BCMP;002024221;8 496,93 €;Z0154947;8104,21
21502;12395;BNP PARIBAS LEASE GROUP;CGX AERO;451998470;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226034;2 124,57 €;Z0156328;1890,73
21508;12453;BNP PARIBAS LEASE GROUP;M.A.D.C.;329024459;PERRET BUREAUTIQUE;Groupe BCMP;002023871;8 134,90 €;Z0156943;7631,57
21510;12515;BNP PARIBAS LEASE GROUP;DG DIFFUSION;343269130;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226206;25 530,73 €;Z0156941;24368,23
21526;12533;BNP PARIBAS LEASE GROUP;DECORA STORES;478448780;PERRET BUREAUTIQUE;Groupe BCMP;002024026;2 774,29 €;Z0157193;2536,57
21549;13004;BNP PARIBAS LEASE GROUP;ESPACE IMMOBILIER CONTEMPORAIN;423038256;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226686;4 764,80 €;Z0157739;4357,04
21554;13188;BNP PARIBAS LEASE GROUP;SARL E.R.G.O;352989578;PERRET BUREAUTIQUE;Groupe BCMP;002024584;10 753,13 €;Z0157953;10172,03
21560;12653;BNP PARIBAS LEASE GROUP;SANTE RELAIS DOMICILE;518021381;PERRET BUREAUTIQUE;Groupe BCMP;2024071;2 162,83 €;Z0158075;1924,79
21591;12844;BNP PARIBAS LEASE GROUP;CEDRIC LAFONT-ENTREPRISE GENERALE DE PLATRERIE DE LA LEZE;430467860;PERRET BUREAUTIQUE;Groupe BCMP;2024365;8 675,38 €;Z0159164;8138,66
21627;12677;BNP PARIBAS LEASE GROUP;ARS DATA;340958909;PERRET BUREAUTIQUE;Groupe BCMP;2024220;3 664,13 €;Z0160191;3350,38
21634;12702;BNP PARIBAS LEASE GROUP;DANONE PRODUITS FRAIS FRANCE;672039971;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226432;7 852,71 €;Z0160679;7320,81
21707;13023;BNP PARIBAS LEASE GROUP;SCDF MARC LAURENS-PIERRE LOUSTAU;407899574;PERRET BUREAUTIQUE;Groupe BCMP;002024404;8 399,88 €;Z0163538;7880,18
21725;12830;BNP PARIBAS LEASE GROUP;SARL SERIGE;321715062;PERRET BUREAUTIQUE;Groupe BCMP;2024346;7 577,20 €;Z0164319;7063,94
21743;12761;BNP PARIBAS LEASE GROUP;CANCE - MIDI PYRENEES MOISSONS.;388921041;PERRET BUREAUTIQUE;Groupe BCMP;2024275;2 813,13 €;Z0165386;2572,09
21746;12472;BNP PARIBAS LEASE GROUP;JEAN FRANCOIS IMMOBILIER;411916737;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226146;3 961,25 €;Z0165398;3622,13
21753;12819;BNP PARIBAS LEASE GROUP;SCEA DE PRAT JOUCLA;415381557;PERRET BUREAUTIQUE;Groupe BCMP;2024321;5 530,08 €;Z0165423;5155,28
21754;12748;BNP PARIBAS LEASE GROUP;AIRCRAFT INTERIOR PRODUCTS - AIP;785506338;PERRET BUREAUTIQUE;Groupe BCMP;2024165;4 363,02 €;Z0165426;3989,58
21755;12652;BNP PARIBAS LEASE GROUP;ACTIONBAT 34;800689333;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226345;5 625,73 €;Z0165431;5244,46
21758;12429;BNP PARIBAS LEASE GROUP;ESPACE AUTO;533982401;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226074;6 624,43 €;Z0179186;6175,61
21768;12749;BNP PARIBAS LEASE GROUP;SOCIETE DE GESTION HOTELIERE;383861085;PERRET BUREAUTIQUE;Groupe BCMP;2024253;28 832,91 €;Z0166028;27520,18
21796;12863;BNP PARIBAS LEASE GROUP;QUALITRAVO;520427758;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226631;5 510,94 €;Z0166997;5137,44
21797;12877;BNP PARIBAS LEASE GROUP;S.E.L.I. SOCIETE D'EQUIPEMENT DE LABORATOIRE ET D'INDUSTRIE;312127186;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226634;20 606,13 €;Z0167046;19667,73
21799;12514;BNP PARIBAS LEASE GROUP;VINTO;444249817;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226222;17 814,39 €;Z0167004;17003,01
21802;12760;BNP PARIBAS LEASE GROUP;GUENASSIA*PIERRE YVES/;381454990;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226726;8 872,64 €;Z0167013;8323,72
21828;12744;BNP PARIBAS LEASE GROUP;AUTO SECOURS;326801685;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226547;7 806,79 €;Z0167811;7278
21837;12750;BNP PARIBAS LEASE GROUP;PHILOGERIS JARDINS D'OLY;791677883;PERRET BUREAUTIQUE;Groupe BCMP;2024273;31 812,85 €;Z0168361;30889,08
21887;12500;BNP PARIBAS LEASE GROUP;DENJEAN LOGISTIQUE;435096219;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226202;7 577,20 €;Z0169772;7063,94
21901;13450;BNP PARIBAS LEASE GROUP;TAQUIPNEU;317576890;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227151;29 272,96 €;Z0170596;27940,19
21906;13022;BNP PARIBAS LEASE GROUP;E.G.C.;451982904;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226570;3 387,28 €;Z0170576;3097,2
21936;12607;BNP PARIBAS LEASE GROUP;ACTIM CARCENAC - AGENCE CONSEIL TRANSACTION IMMOBILIERE DU MIDI;312868839;PERRET BUREAUTIQUE;Groupe BCMP;2024125;8 265,95 €;Z0171828;7754,53
21938;12842;BNP PARIBAS LEASE GROUP;CFDP ASSURANCES;958506156;PERRET BUREAUTIQUE;Groupe BCMP;2024332;14 716,33 €;Z0171921;13921,35
21945;13081;BNP PARIBAS LEASE GROUP;M.E.P.;419084157;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226759;11 598,51 €;Z0172122;11169,51
21988;12720;BNP PARIBAS LEASE GROUP;VALDELEC SECURITE;410437255;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226443;2 354,16 €;Z0173384;2095,12
22010;12736;BNP PARIBAS LEASE GROUP;MECANO I.D.;399435379;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226238;4 559,51 €;Z0173961;4307,61
22112;13371;BNP PARIBAS LEASE GROUP;MORVILLIERS SENTENAC AVOCATS;389470170;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227084;86 542,75 €;Z0177256;84449,87
22116;12843;BNP PARIBAS LEASE GROUP;A DOMICILE SERVICES PLUS;504750670;PERRET BUREAUTIQUE;Groupe BCMP;2024364;2 468,94 €;Z0177464;2197,33
22149;12571;BNP PARIBAS LEASE GROUP;SIRVIN;326649506;PERRET BUREAUTIQUE;Groupe BCMP;002024066;33 665,25 €;Z0178870;32687,74
22150;13187;BNP PARIBAS LEASE GROUP;IMAGIN'EXPO;381535756;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226929;19 400,81 €;Z0178867;18517,25
22165;13224;BNP PARIBAS LEASE GROUP;CLIX INDUSTRIES;445001019;PERRET BUREAUTIQUE;Groupe BCMP;002024639;4 535,21 €;Z0179277;4147,06
22203;13024;BNP PARIBAS LEASE GROUP;JULIEN SICA (SOC IMPORT COMMER AGENCE);308496264;PERRET BUREAUTIQUE;Groupe BCMP;002024455;17 793,72 €;Z0180752;16983,29
22240;12962;BNP PARIBAS LEASE GROUP;LE 23;537554412;PERRET BUREAUTIQUE;Groupe BCMP;2024405;20 979,21 €;Z0182072;20023,83
22252;13660;BNP PARIBAS LEASE GROUP;CFA CAMPUS IGS;388096166;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227433;51 552,10 €;Z0182505;49375,95
22284;13485;BNP PARIBAS LEASE GROUP;ALAYRAC;313610073;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227206;23 992,51 €;Z0183327;22673,21
22307;13597;BNP PARIBAS LEASE GROUP;ADDICTIVE ARCHITECTURE;812792315;PERRET BUREAUTIQUE;Groupe BCMP;002024983;3 444,68 €;Z0183994;3149,69
22383;12961;BNP PARIBAS LEASE GROUP;SOCIETE NOUVELLE MECALASER;531076248;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226685;6 199,70 €;Z0186999;5779,61
22386;12820;BNP PARIBAS LEASE GROUP;BEGUE GESTION;502094527;PERRET BUREAUTIQUE;Groupe BCMP;2024329;2 583,74 €;Z0187156;2299,52
22397;13816;BNP PARIBAS LEASE GROUP;SJM EUROSTAT;647250299;PERRET BUREAUTIQUE;Groupe BCMP;002025275;4 535,21 €;A1A51337;4147,06
22401;13172;BNP PARIBAS LEASE GROUP;SCP MEZARD - LE NOAN;752367425;PERRET BUREAUTIQUE;Groupe BCMP;002024552;4 822,19 €;Z0187557;4409,53
22403;12737;BNP PARIBAS LEASE GROUP;CABINET D'AVOCATS LEFEVRE - MERLE BERAL;793862616;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;11226272;5 152,22 €;Z0187591;4711,36
22432;13171;BNP PARIBAS LEASE GROUP;ECOGEA;499020410;PERRET BUREAUTIQUE;Groupe BCMP;002024551;5 032,64 €;Z0188608;4602,01
22450;13465;BNP PARIBAS LEASE GROUP;SOLUFAB SYSTEM;441442761;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227192;26 971,37 €;Z0189436;25488,4
22454;13239;BNP PARIBAS LEASE GROUP;EUROPE FORCES CONSULTANTS;353737240;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227016;11 695,05 €;Z0189520;11238,98
22627;13200;BNP PARIBAS LEASE GROUP;OGEC STE MARIE DES CHAMPS;776944225;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011226933;13 729,49 €;Z0194509;13011,88
22659;13502;BNP PARIBAS LEASE GROUP;ARECO;798728747;PERRET BUREAUTIQUE;Groupe BCMP;002024833;2 755,93 €;Z0195531;2519,77
22713;13713;BNP PARIBAS LEASE GROUP;ASA2002;509790960;PERRET BUREAUTIQUE;Groupe BCMP;002025094;7 634,60 €;A1A00060;7047
22804;13380;BNP PARIBAS LEASE GROUP;LA PHOTOGRAPHIE AU CHATEAU D'EAU;338593015;PERRET BUREAUTIQUE;Groupe BCMP;002024721;18 302,45 €;A1A03471;17468,86
22980;13503;BNP PARIBAS LEASE GROUP;ENZO & ROSSO;487749095;PERRET BUREAUTIQUE;Groupe BCMP;002024837;8 599,54 €;A1A09709;8160,75
23096;13817;BNP PARIBAS LEASE GROUP;SOCIETE COOPERATIVE ARTISANALE DE POISSONNIERS PROFESSIONNELS S. C.A.P;385287131;PERRET BUREAUTIQUE;Groupe BCMP;002025171;10 657,47 €;A1A14021;9899,38
23286;13631;BNP PARIBAS LEASE GROUP;KIMPE;400135562;PERRET BUREAUTIQUE;Groupe BCMP;002025024;6 039,56 €;A1A21231;5574,46
23347;13634;BNP PARIBAS LEASE GROUP;SCP CATALA & ASSOCIES;491639894;BUREAUTIQUE CONSEIL MIDI PYRENEES;Groupe BCMP;011227432;46 613,07 €;A1A23541;44811,78
23399;13632;BNP PARIBAS LEASE GROUP;BIOSENTEC;433737640;PERRET BUREAUTIQUE;Groupe BCMP;002025031;6 735,39 €;A1A25094;6216,81
3895;1990;FRANFINANCE LOCATION;Logis Conseil;393412978;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;3 485,14 €;001241862-00;3174,48
3905;1845;FRANFINANCE LOCATION;MEAS;418929725;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;1 045,96 €;001226095-00;969,1
4049;2086;FRANFINANCE LOCATION;GMD Immobilier;454020454;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;22 353,62 €;001249942-00;21249,59
4053;1944;FRANFINANCE LOCATION;Aquatemps;410363709;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;3 779,01 €;001236781-00;3442,2
4080;1939;FRANFINANCE LOCATION;Carre Immo;753632991;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;7 389,32 €;001235981-00;6879,86
4163;2007;FRANFINANCE LOCATION;Telef;327730198;Bureautique Conseil Midi Pyrenees;Groupe BCMP;;2 911,41 €;001243240-00;2651,79
4186;2077;FRANFINANCE LOCATION;Les jardins de Garonne;480584069;Perret Bureautique;Groupe BCMP;;5 525,58 €;001248982-00;5107,8
4217;1963;FRANFINANCE LOCATION;Techni Ceram;504785072;Perret Bureautique;Groupe BCMP;;9 516,32 €;001238880-00;8860,4
